Connection/Authentication	user	No		-2147483647	all versions	 The user to connect as 
Security	dontCheckOnDuplicateKeyUpdateInSQL	No	false	alpha	5.1.32	 Stops checking if every INSERT statement contains the "ON DUPLICATE KEY UPDATE" clause. As a side effect, obtaining the statement's generated keys information will return a list where normally it wouldn't. Also be aware that, in this case, the list of generated keys returned may not be accurate. The effect of this property is canceled if set simultaneously with 'rewriteBatchedStatements=true'. 
Security	dontTrackOpenResources	No	false	alpha	3.1.7	 The JDBC specification requires the driver to automatically track and close resources, however if your application doesn't do a good job of explicitly calling close() on statements or result sets, this can cause memory leakage. Setting this property to true relaxes this constraint, and can be more memory efficient for some applications. Also the automatic closing of the Statement and current ResultSet in Statement.closeOnCompletion() and Statement.getMoreResults ([Statement.CLOSE_CURRENT_RESULT | Statement.CLOSE_ALL_RESULTS]), respectively, ceases to happen. This property automatically sets holdResultsOpenOverStatementClose=true. 
Security	dynamicCalendars	No	false	alpha	3.1.5	 Should the driver retrieve the default calendar when required, or cache it per connection/session? 
Security	elideSetAutoCommits	No	false	alpha	3.1.3	 If using MySQL-4.1 or newer, should the driver only issue 'set autocommit=n' queries when the server's state doesn't match the requested state by Connection.setAutoCommit(boolean)? 
Security	enableEscapeProcessing	No	true	alpha	5.1.37	 Sets the default escape processing behavior for Statement objects. The method Statement.setEscapeProcessing() can be used to specify the escape processing behavior for an individual Statement object. Default escape processing behavior in prepared statements must be defined with the property 'processEscapeCodesForPrepStmts'. 
Security	enableQueryTimeouts	No	true	alpha	5.0.6	 When enabled, query timeouts set via Statement.setQueryTimeout() use a shared java.util.Timer instance for scheduling. Even if the timeout doesn't expire before the query is processed, there will be memory used by the TimerTask for the given timeout which won't be reclaimed until the time the timeout would have expired if it hadn't been cancelled by the driver. High-load environments might want to consider disabling this functionality. 
Security	holdResultsOpenOverStatementClose	No	false	alpha	3.1.7	 Should the driver close result sets on Statement.close() as required by the JDBC specification? 
Security	largeRowSizeThreshold	No	2048	alpha	5.1.1	 What size result set row should the JDBC driver consider "large", and thus use a more memory-efficient way of representing the row internally? 
Security	loadBalanceStrategy	No	random	alpha	5.0.6	 If using a load-balanced connection to connect to SQL nodes in a MySQL Cluster/NDB configuration (by using the URL prefix "jdbc:mysql:loadbalance://"), which load balancing algorithm should the driver use: (1) "random" - the driver will pick a random host for each request. This tends to work better than round-robin, as the randomness will somewhat account for spreading loads where requests vary in response time, while round-robin can sometimes lead to overloaded nodes if there are variations in response times across the workload. (2) "bestResponseTime" - the driver will route the request to the host that had the best response time for the previous transaction. (3) "serverAffinity" - the driver initially attempts to enforce server affinity while still respecting and benefiting from the fault tolerance aspects of the load-balancing implementation. The server affinity ordered list is provided using the property 'serverAffinityOrder'. If none of the servers listed in the affinity list is responsive, the driver then refers to the "random" strategy to proceed with choosing the next server. 
Security	locatorFetchBufferSize	No	1048576	alpha	3.2.1	 If 'emulateLocators' is configured to 'true', what size buffer should be used when fetching BLOB data for getBinaryInputStream? 
Security	readOnlyPropagatesToServer	No	true	alpha	5.1.35	 Should the driver issue appropriate statements to implicitly set the transaction access mode on server side when Connection.setReadOnly() is called? Setting this property to 'true' enables InnoDB read-only potential optimizations but also requires an extra roundtrip to set the right transaction state. Even if this property is set to 'false', the driver will do its best effort to prevent the execution of database-state-changing queries. Requires minimum of MySQL 5.6. 
Security	rewriteBatchedStatements	No	false	alpha	3.1.13	 Should the driver use multiqueries (irregardless of the setting of "allowMultiQueries") as well as rewriting of prepared statements for INSERT into multi-value inserts when executeBatch() is called? Notice that this has the potential for SQL injection if using plain java.sql.Statements and your code doesn't sanitize input correctly. Notice that for prepared statements, server-side prepared statements can not currently take advantage of this rewrite option, and that if you don't specify stream lengths when using PreparedStatement.set*Stream(), the driver won't be able to determine the optimum number of parameters per batch and you might receive an error from the driver that the resultant packet is too large. Statement.getGeneratedKeys() for these rewritten statements only works when the entire batch includes INSERT statements. Please be aware using rewriteBatchedStatements=true with INSERT .. ON DUPLICATE KEY UPDATE that for rewritten statement server returns only one value as sum of all affected (or found) rows in batch and it isn't possible to map it correctly to initial statements; in this case driver returns 0 as a result of each batch statement if total count was 0, and the Statement.SUCCESS_NO_INFO as a result of each batch statement if total count was &gt; 0. 
Security	serverAffinityOrder	No		alpha	5.1.43	 A comma separated list containing the host/port pairs that are to be used in load-balancing "serverAffinity" strategy. Only the sub-set of the hosts enumerated in the main hosts section in this URL will be used and they must be identical in case and type, i.e., can't use an IP address in one place and the corresponding host name in the other. 
Security	useDirectRowUnpack	No	true	alpha	5.1.1	 Use newer result set row unpacking code that skips a copy from network buffers to a MySQL packet instance and instead reads directly into the result set row data buffers. 
Security	useDynamicCharsetInfo	No	true	alpha	5.0.6	 Should the driver use a per-connection cache of character set information queried from the server when necessary, or use a built-in static mapping that is more efficient, but isn't aware of custom character sets or character sets implemented after the release of the JDBC driver? 
Security	useFastDateParsing	No	true	alpha	5.0.5	 Use internal String-&gt;Date/Time/Timestamp conversion routines to avoid excessive object creation? This is part of the legacy date-time code, thus the property has an effect only when "useLegacyDatetimeCode=true." 
Security	useFastIntParsing	No	true	alpha	3.1.4	 Use internal String-&gt;Integer conversion routines to avoid excessive object creation? 
Security	useJvmCharsetConverters	No	false	alpha	5.0.1	 Always use the character encoding routines built into the JVM, rather than using lookup tables for single-byte character sets? 
Security	useReadAheadInput	No	true	alpha	3.1.5	 Use newer, optimized non-blocking, buffered input stream when reading from the server? 
Security	logger	No	com.mysql.jdbc.log.StandardLogger	0	3.1.1	 The name of a class that implements "com.mysql.jdbc.log.Log" that will be used to log messages to. (default is "com.mysql.jdbc.log.StandardLogger", which logs to STDERR) 
Security	gatherPerfMetrics	No	false	1	3.1.2	 Should the driver gather performance metrics, and report them via the configured logger every 'reportMetricsIntervalMillis' milliseconds? 
Security	profileSQL	No	false	1	3.1.0	 Trace queries and their execution/fetch times to the configured logger (true/false) defaults to 'false' 
Security	profileSql	No		3	2.0.14	 Deprecated, use 'profileSQL' instead. Trace queries and their execution/fetch times on STDERR (true/false) defaults to 'false' 
Security	reportMetricsIntervalMillis	No	30000	3	3.1.2	 If 'gatherPerfMetrics' is enabled, how often should they be logged (in ms)? 
